sample_id,user_id,age,gender,user_tag,initial_need,date,time,hour,weekday,date_type,time_slot,place_type,activity_state,heart_rate_zone,heart_rate_bpm,heart_rate_trend,sleep_minutes_last_night,sleep_quality,recent_workout_minutes_24h,breathing_rate,steps_last_10min,weather,light_lux,light_class,noise_db,noise_class,bluetooth,network,calendar_title,calendar_start_time,calendar_location,calendar_note,app_event,dwell_time_sec,next_action,user_correction_from,user_correction_to,multiday_consistency,conflict_flag,conflict_reason,confusable_group,ground_truth,ground_truth_id,gt_confidence,context_text
s00714,user_10,27,男性,任意,日常音乐推荐,2026-04-28,02:59,2,周二,工作日,凌晨,酒店,静止,波动,70,上升,353,一般,30,17,50,阴,36,暗光,32,安静,耳机,wifi,,,,,音乐App主动播放,4667,切歌,,,0.545,True,弱冲突样本，用于鲁棒性评测,放松/减压/深夜EMO,深夜EMO,17,0.74,"周二 凌晨 02:59，地点类型=酒店，运动状态=静止，心率=波动(70bpm,上升)，天气=阴，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=音乐App主动播放"
s00376,user_23,32,男性,母婴用户,家庭睡眠照护,2026-05-08,20:19,20,周五,工作日,晚上,住宅区,慢速,静息,59,上升,375,差,12,16,231,小雨,22,暗光,29,安静,家用音响,wifi,哄睡,2026-05-08 20:19,住宅区,哄睡,白噪音App打开,9628,收藏,,,0.867,False,,深睡眠/睡午觉/婴儿安睡,婴儿安睡,9,0.92,"周五 晚上 20:19，地点类型=住宅区，运动状态=慢速，心率=静息(59bpm,上升)，天气=小雨，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=哄睡，后续事件=白噪音App打开"
s00347,user_09,21,男性,学生,学习专注,2026-04-25,13:42,13,周六,周末,中午,酒店,静止,稍高,108,下降,515,一般,24,13,63,小雨,41,暗光,36,安静,耳机,蜂窝数据,考试,2026-04-25 13:42,酒店,考试,健康App呼吸训练,2518,调低音量,,,0.775,False,,放松/减压/深夜EMO,减压,8,0.92,"周六 中午 13:42，地点类型=酒店，运动状态=静止，心率=稍高(108bpm,下降)，天气=小雨，光线=暗光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，日历=考试，后续事件=健康App呼吸训练"
s00718,user_07,23,女性,女性,情绪和身体舒缓,2026-05-24,02:47,2,周日,周末,凌晨,住宅区,静止,波动,92,上升,444,好,1,17,55,多云,42,暗光,33,安静,耳机,wifi,失眠,2026-05-24 02:47,住宅区,失眠,音乐App主动播放,3497,发起导航,,,0.563,False,,放松/减压/深夜EMO,深夜EMO,17,0.92,"周日 凌晨 02:47，地点类型=住宅区，运动状态=静止，心率=波动(92bpm,上升)，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，日历=失眠，后续事件=音乐App主动播放"
s00208,user_10,38,女性,女性,情绪和身体舒缓,2026-04-26,14:44,14,周日,周末,下午,写字楼,静止,稍高,93,下降,410,一般,29,11,9,晴,485,明亮,58,普通,耳机,wifi,提交报告,2026-04-26 14:44,写字楼,提交报告,办公App前台,2541,调低音量,,,0.577,False,,图书馆/专注/阅读,专注,5,0.92,"周日 下午 14:44，地点类型=写字楼，运动状态=静止，心率=稍高(93bpm,下降)，天气=晴，光线=明亮，噪音=普通，蓝牙=耳机，网络=wifi，日历=提交报告，后续事件=办公App前台"
s00406,user_08,25,女性,女性,情绪和身体舒缓,2026-04-20,10:31,10,周一,工作日,上午,酒店,静止,静息,60,稳定,414,一般,0,13,45,多云,922,明亮,44,安静,家用音响,wifi,产检,2026-04-20 10:31,酒店,产检,孕期App打开,3052,继续播放,,,0.34,False,,人群专属,胎教,10,0.92,"周一 上午 10:31，地点类型=酒店，运动状态=静止，心率=静息(60bpm,稳定)，天气=多云，光线=明亮，噪音=安静，蓝牙=家用音响，网络=wifi，日历=产检，后续事件=孕期App打开"
s00525,user_24,32,男性,养宠物,陪伴和放松,2026-04-24,13:29,13,周五,工作日,中午,写字楼,静止,静息,64,下降,559,差,1,21,58,晴,96,室内柔光,29,安静,家用音响,wifi,,,,,闹钟设置,5180,收藏,,,0.618,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,"周五 中午 13:29，地点类型=写字楼，运动状态=静止，心率=静息(64bpm,下降)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，后续事件=闹钟设置"
s00361,user_07,27,男性,母婴用户,家庭睡眠照护,2026-05-16,01:47,1,周六,周末,凌晨,住宅区,静止,静息,70,上升,469,好,30,13,61,晴,166,室内柔光,41,安静,家用音响,wifi,宝宝睡觉,2026-05-16 01:47,住宅区,宝宝睡觉,白噪音App打开,3832,继续播放,,,0.623,False,,深睡眠/睡午觉/婴儿安睡,婴儿安睡,9,0.92,"周六 凌晨 01:47，地点类型=住宅区，运动状态=静止，心率=静息(70bpm,上升)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=宝宝睡觉，后续事件=白噪音App打开"
s00322,user_10,18,女性,学生,学习专注,2026-05-21,18:01,18,周四,工作日,晚上,住宅区,静止,波动,137,稳定,303,一般,21,16,28,晴,341,室内柔光,68,普通,耳机,wifi,项目截止,2026-05-21 18:01,住宅区,项目截止,音乐App主动播放,1595,收藏,,,0.844,False,,放松/减压/深夜EMO,减压,8,0.92,"周四 晚上 18:01，地点类型=住宅区，运动状态=静止，心率=波动(137bpm,稳定)，天气=晴，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，日历=项目截止，后续事件=音乐App主动播放"
s00309,user_15,34,女性,母婴用户,家庭睡眠照护,2026-05-11,01:15,1,周一,工作日,凌晨,酒店,静止,静息,73,波动,307,差,25,20,28,多云,12,暗光,32,安静,耳机,飞行模式,,,,,睡眠记录开始,7507,收藏,,,0.655,False,,深睡眠/睡午觉/婴儿安睡,深睡眠,7,0.92,"周一 凌晨 01:15，地点类型=酒店，运动状态=静止，心率=静息(73bpm,波动)，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=飞行模式，后续事件=睡眠记录开始"
s00351,user_07,33,女性,母婴用户,家庭睡眠照护,2026-05-05,12:28,12,周二,工作日,中午,写字楼,慢速,波动,94,上升,441,一般,28,22,233,晴,151,室内柔光,34,安静,耳机,wifi,会议,2026-05-05 12:28,写字楼,会议,音乐App主动播放,1826,调低音量,,,0.355,False,,放松/减压/深夜EMO,减压,8,0.92,"周二 中午 12:28，地点类型=写字楼，运动状态=慢速，心率=波动(94bpm,上升)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，日历=会议，后续事件=音乐App主动播放"
s00570,user_11,22,女性,学生,学习专注,2026-05-17,07:02,7,周日,周末,早晨,户外,高速,波动,142,下降,359,好,60,12,1212,小雨,676,明亮,59,普通,耳机,wifi,跑步,2026-05-17 07:02,户外,跑步,运动记录开始,3405,继续播放,,,0.556,False,,健身/跑步,跑步,14,0.92,"周日 早晨 07:02，地点类型=户外，运动状态=高速，心率=波动(142bpm,下降)，天气=小雨，光线=明亮，噪音=普通，蓝牙=耳机，网络=wifi，日历=跑步，后续事件=运动记录开始"
s00235,user_11,24,女性,女性,情绪和身体舒缓,2026-05-21,09:12,9,周四,工作日,上午,写字楼,静止,静息,62,稳定,281,好,11,16,74,晴,298,室内柔光,59,普通,耳机,蜂窝数据,提交报告,2026-05-21 09:12,写字楼,提交报告,番茄钟开始,4373,继续播放,,,0.745,False,,图书馆/专注/阅读,专注,5,0.92,"周四 上午 09:12，地点类型=写字楼，运动状态=静止，心率=静息(62bpm,稳定)，天气=晴，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=蜂窝数据，日历=提交报告，后续事件=番茄钟开始"
s00594,user_23,36,男性,母婴用户,家庭睡眠照护,2026-04-28,19:48,19,周二,工作日,晚上,海边,高速,波动,89,稳定,368,好,35,10,1590,晴,876,明亮,87,嘈杂,耳机,蜂窝数据,跑步,2026-04-28 19:48,海边,跑步,运动记录开始,2120,调低音量,,,0.268,False,,健身/跑步,跑步,14,0.92,"周二 晚上 19:48，地点类型=海边，运动状态=高速，心率=波动(89bpm,稳定)，天气=晴，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=蜂窝数据，日历=跑步，后续事件=运动记录开始"
s00413,user_06,29,女性,女性,情绪和身体舒缓,2026-05-01,21:07,21,周五,工作日,晚上,酒店,慢速,稍高,103,稳定,280,一般,31,22,575,多云,777,明亮,42,安静,耳机,蜂窝数据,胎教,2026-05-01 21:07,酒店,胎教,孕期App打开,1750,切歌,,,0.8,False,,人群专属,胎教,10,0.92,"周五 晚上 21:07，地点类型=酒店，运动状态=慢速，心率=稍高(103bpm,稳定)，天气=多云，光线=明亮，噪音=安静，蓝牙=耳机，网络=蜂窝数据，日历=胎教，后续事件=孕期App打开"
s00254,user_23,22,女性,女性,情绪和身体舒缓,2026-04-29,10:47,10,周三,工作日,上午,图书馆,静止,静息,71,波动,366,一般,1,13,79,多云,521,明亮,44,安静,耳机,蜂窝数据,,,,,浏览器长阅读,3538,切歌,,,0.489,False,,图书馆/专注/阅读,阅读,6,0.87,"周三 上午 10:47，地点类型=图书馆，运动状态=静止，心率=静息(71bpm,波动)，天气=多云，光线=明亮，噪音=安静，蓝牙=耳机，网络=蜂窝数据，后续事件=浏览器长阅读"
s00097,user_19,31,女性,养宠物,陪伴和放松,2026-05-19,19:27,19,周二,工作日,晚上,写字楼,中速,波动,131,上升,535,一般,63,14,693,多云,485,明亮,71,嘈杂,耳机,wifi,力量训练,2026-05-19 19:27,写字楼,力量训练,健身记录开始,2175,调低音量,,,0.516,False,,健身/跑步,健身,2,0.92,"周二 晚上 19:27，地点类型=写字楼，运动状态=中速，心率=波动(131bpm,上升)，天气=多云，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=wifi，日历=力量训练，后续事件=健身记录开始"
s00238,user_12,33,男性,母婴用户,家庭睡眠照护,2026-04-27,16:44,16,周一,工作日,下午,住宅区,静止,静息,64,波动,296,一般,16,13,48,晴,75,室内柔光,48,普通,耳机,wifi,提交报告,2026-04-27 16:44,住宅区,提交报告,番茄钟开始,6937,切歌,,,0.814,False,,图书馆/专注/阅读,专注,5,0.92,"周一 下午 16:44，地点类型=住宅区，运动状态=静止，心率=静息(64bpm,波动)，天气=晴，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，日历=提交报告，后续事件=番茄钟开始"
s00192,user_09,19,女性,学生,学习专注,2026-05-23,15:02,15,周六,周末,下午,酒店,静止,波动,80,稳定,549,差,30,18,13,阴,230,室内柔光,66,普通,耳机,wifi,,,,,游戏App前台,5026,调低音量,,,0.787,True,弱冲突样本，用于鲁棒性评测,游戏,游戏,4,0.74,"周六 下午 15:02，地点类型=酒店，运动状态=静止，心率=波动(80bpm,稳定)，天气=阴，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，后续事件=游戏App前台"
s00057,user_03,43,男性,任意,日常音乐推荐,2026-04-20,14:07,14,周一,工作日,下午,图书馆,静止,静息,68,稳定,547,好,29,10,56,晴,90,室内柔光,38,安静,耳机,蜂窝数据,考试周,2026-04-20 14:07,图书馆,考试周,学习App打开,6272,继续播放,,,0.761,False,,图书馆/专注/阅读,图书馆,1,0.87,"周一 下午 14:07，地点类型=图书馆，运动状态=静止，心率=静息(68bpm,稳定)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，日历=考试周，后续事件=学习App打开"
s00127,user_05,38,女性,任意,日常音乐推荐,2026-04-27,07:41,7,周一,工作日,早晨,在途,慢速,静息,60,上升,512,差,27,13,185,多云,301,室内柔光,46,普通,车载蓝牙,wifi,会议,2026-04-27 07:41,在途,会议,地图导航开始,1955,切歌,,,0.64,False,,通勤,通勤,3,0.92,"周一 早晨 07:41，地点类型=在途，运动状态=慢速，心率=静息(60bpm,上升)，天气=多云，光线=室内柔光，噪音=普通，蓝牙=车载蓝牙，网络=wifi，日历=会议，后续事件=地图导航开始"
s00522,user_10,24,男性,学生,学习专注,2026-05-05,13:14,13,周二,工作日,中午,酒店,静止,静息,61,下降,347,差,15,22,75,小雨,178,室内柔光,62,普通,耳机,wifi,午休,2026-05-05 13:14,酒店,午休,闹钟设置,2148,继续播放,,,0.291,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,"周二 中午 13:14，地点类型=酒店，运动状态=静止，心率=静息(61bpm,下降)，天气=小雨，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，日历=午休，后续事件=闹钟设置"
s00226,user_15,28,男性,养宠物,陪伴和放松,2026-05-17,17:07,17,周日,周末,下午,写字楼,静止,静息,66,下降,528,好,31,14,74,多云,56,室内柔光,55,普通,耳机,wifi,提交报告,2026-05-17 17:07,写字楼,提交报告,办公App前台,2936,发起导航,,,0.856,False,,图书馆/专注/阅读,专注,5,0.92,"周日 下午 17:07，地点类型=写字楼，运动状态=静止，心率=静息(66bpm,下降)，天气=多云，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，日历=提交报告，后续事件=办公App前台"
s00150,user_21,23,女性,学生,学习专注,2026-05-21,19:01,19,周四,工作日,晚上,高铁站,慢速,静息,69,上升,490,好,32,20,364,晴,351,明亮,77,嘈杂,耳机,蜂窝数据（弱）,上班,2026-05-21 19:01,高铁站,上班,打车App打开,2166,调低音量,,,0.492,False,,通勤,通勤,3,0.92,"周四 晚上 19:01，地点类型=高铁站，运动状态=慢速，心率=静息(69bpm,上升)，天气=晴，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=蜂窝数据（弱），日历=上班，后续事件=打车App打开"
s00517,user_09,26,女性,女性,情绪和身体舒缓,2026-05-13,08:55,8,周三,工作日,早晨,酒店,静止,静息,58,下降,417,好,11,18,1,多云,47,暗光,32,安静,耳机,wifi,经期提醒,2026-05-13 08:55,酒店,经期提醒,健康App经期记录,3797,发起导航,,,0.403,True,弱冲突样本，用于鲁棒性评测,人群专属,经期舒缓,12,0.74,"周三 早晨 08:55，地点类型=酒店，运动状态=静止，心率=静息(58bpm,下降)，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，日历=经期提醒，后续事件=健康App经期记录"
s00251,user_19,24,男性,学生,学习专注,2026-04-27,11:17,11,周一,工作日,上午,图书馆,静止,静息,72,上升,454,好,33,19,55,多云,123,室内柔光,45,安静,耳机,wifi,,,,,电子书App打开,1383,收藏,,,0.836,False,,图书馆/专注/阅读,阅读,6,0.87,"周一 上午 11:17，地点类型=图书馆，运动状态=静止，心率=静息(72bpm,上升)，天气=多云，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=电子书App打开"
s00500,user_23,30,女性,女性,情绪和身体舒缓,2026-05-06,08:45,8,周三,工作日,早晨,酒店,静止,波动,70,波动,275,差,28,10,26,大雪,338,室内柔光,35,安静,耳机,wifi,休息,2026-05-06 08:45,酒店,休息,健康App经期记录,1014,无,,,0.631,False,,人群专属,经期舒缓,12,0.92,"周三 早晨 08:45，地点类型=酒店，运动状态=静止，心率=波动(70bpm,波动)，天气=大雪，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，日历=休息，后续事件=健康App经期记录"
s00658,user_11,29,男性,母婴用户,家庭睡眠照护,2026-05-03,07:33,7,周日,周末,早晨,住宅区,静止,静息,55,稳定,232,差,27,18,69,阴,3,暗光,32,安静,耳机,wifi,冥想,2026-05-03 07:33,住宅区,冥想,健康App呼吸训练,1165,继续播放,,,0.64,False,,瑜伽/冥想,冥想,16,0.92,"周日 早晨 07:33，地点类型=住宅区，运动状态=静止，心率=静息(55bpm,稳定)，天气=阴，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，日历=冥想，后续事件=健康App呼吸训练"
s00447,user_07,41,男性,养宠物,陪伴和放松,2026-05-14,20:36,20,周四,工作日,晚上,户外,慢速,稍高,85,上升,481,差,34,22,615,晴,69,室内柔光,58,普通,耳机,wifi,遛宠,2026-05-14 20:36,户外,遛宠,音乐App主动播放,2738,继续播放,,,0.867,False,,人群专属,宠物陪伴,11,0.92,"周四 晚上 20:36，地点类型=户外，运动状态=慢速，心率=稍高(85bpm,上升)，天气=晴，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，日历=遛宠，后续事件=音乐App主动播放"
s00023,user_17,43,男性,任意,日常音乐推荐,2026-05-05,19:58,19,周二,工作日,晚上,住宅区,慢速,稍高,97,上升,558,差,2,21,407,多云,350,室内柔光,44,安静,耳机,wifi,,,,,短视频退出后停留,966,调低音量,,,0.924,False,,放松/减压/深夜EMO,放松,0,0.92,"周二 晚上 19:58，地点类型=住宅区，运动状态=慢速，心率=稍高(97bpm,上升)，天气=多云，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，后续事件=短视频退出后停留"
s00113,user_08,28,女性,母婴用户,家庭睡眠照护,2026-05-13,07:26,7,周三,工作日,早晨,酒店,高速,稍高,100,稳定,428,一般,91,11,1880,小雨,611,明亮,72,嘈杂,耳机,wifi,健身课,2026-05-13 07:26,酒店,健身课,健身记录开始,61,收藏,减压,健身,0.783,False,,健身/跑步,健身,2,0.82,"周三 早晨 07:26，地点类型=酒店，运动状态=高速，心率=稍高(100bpm,稳定)，天气=小雨，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=wifi，日历=健身课，后续事件=健身记录开始"
s00528,user_07,41,男性,养宠物,陪伴和放松,2026-05-24,13:03,13,周日,周末,中午,酒店,静止,静息,60,下降,269,好,18,19,76,晴,22,暗光,32,安静,家用音响,wifi,午休,2026-05-24 13:03,酒店,午休,闹钟设置,1385,无,,,0.41,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,"周日 中午 13:03，地点类型=酒店，运动状态=静止，心率=静息(60bpm,下降)，天气=晴，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=午休，后续事件=闹钟设置"
s00049,user_14,34,女性,女性,情绪和身体舒缓,2026-05-17,11:27,11,周日,周末,上午,图书馆,静止,静息,70,上升,558,好,16,10,71,晴,183,室内柔光,35,安静,耳机,蜂窝数据,复习,2026-05-17 11:27,图书馆,复习,学习App打开,98,继续播放,阅读,图书馆,0.453,False,,图书馆/专注/阅读,图书馆,1,0.77,"周日 上午 11:27，地点类型=图书馆，运动状态=静止，心率=静息(70bpm,上升)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，日历=复习，后续事件=学习App打开"
s00342,user_02,19,男性,学生,学习专注,2026-05-15,13:49,13,周五,工作日,中午,住宅区,静止,稍高,82,波动,223,好,12,10,32,晴,54,室内柔光,55,普通,耳机,蜂窝数据,会议,2026-05-15 13:49,住宅区,会议,健康App呼吸训练,1487,发起导航,,,0.862,False,,放松/减压/深夜EMO,减压,8,0.92,"周五 中午 13:49，地点类型=住宅区，运动状态=静止，心率=稍高(82bpm,波动)，天气=晴，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=蜂窝数据，日历=会议，后续事件=健康App呼吸训练"
s00486,user_15,33,女性,女性,情绪和身体舒缓,2026-05-20,20:41,20,周三,工作日,晚上,住宅区,静止,波动,75,上升,398,好,25,21,56,晴,290,室内柔光,37,安静,家用音响,wifi,经期提醒,2026-05-20 20:41,住宅区,经期提醒,健康App经期记录,4479,调低音量,,,0.567,False,,人群专属,经期舒缓,12,0.92,"周三 晚上 20:41，地点类型=住宅区，运动状态=静止，心率=波动(75bpm,上升)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=经期提醒，后续事件=健康App经期记录"
s00141,user_14,23,男性,学生,学习专注,2026-05-01,19:56,19,周五,工作日,晚上,机场,静止,静息,75,波动,280,一般,26,11,23,晴,193,室内柔光,52,普通,车载蓝牙,wifi,会议,2026-05-01 19:56,机场,会议,地图导航开始,3860,收藏,,,0.469,False,,通勤,通勤,3,0.92,"周五 晚上 19:56，地点类型=机场，运动状态=静止，心率=静息(75bpm,波动)，天气=晴，光线=室内柔光，噪音=普通，蓝牙=车载蓝牙，网络=wifi，日历=会议，后续事件=地图导航开始"
s00418,user_08,29,女性,女性,情绪和身体舒缓,2026-05-07,09:50,9,周四,工作日,上午,住宅区,慢速,稍高,95,下降,241,一般,5,22,259,小雨,153,室内柔光,61,普通,耳机,蜂窝数据,胎教,2026-05-07 09:50,住宅区,胎教,孕期App打开,1415,无,,,0.735,False,,人群专属,胎教,10,0.92,"周四 上午 09:50，地点类型=住宅区，运动状态=慢速，心率=稍高(95bpm,下降)，天气=小雨，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=蜂窝数据，日历=胎教，后续事件=孕期App打开"
s00586,user_09,37,女性,女性,情绪和身体舒缓,2026-05-03,20:14,20,周日,周末,晚上,公园,高速,高,142,下降,229,好,20,12,1683,晴,937,明亮,51,普通,耳机,蜂窝数据,跑步,2026-05-03 20:14,公园,跑步,运动记录开始,4641,发起导航,,,0.913,False,,健身/跑步,跑步,14,0.92,"周日 晚上 20:14，地点类型=公园，运动状态=高速，心率=高(142bpm,下降)，天气=晴，光线=明亮，噪音=普通，蓝牙=耳机，网络=蜂窝数据，日历=跑步，后续事件=运动记录开始"
s00375,user_14,34,男性,母婴用户,家庭睡眠照护,2026-04-27,00:24,0,周一,工作日,凌晨,住宅区,静止,稍高,86,上升,253,差,14,10,47,多云,338,室内柔光,62,普通,家用音响,wifi,宝宝睡觉,2026-04-27 00:24,住宅区,宝宝睡觉,白噪音App打开,4053,继续播放,,,0.295,True,睡眠类场景但环境噪音偏高,深睡眠/睡午觉/婴儿安睡,婴儿安睡,9,0.74,"周一 凌晨 00:24，地点类型=住宅区，运动状态=静止，心率=稍高(86bpm,上升)，天气=多云，光线=室内柔光，噪音=普通，蓝牙=家用音响，网络=wifi，日历=宝宝睡觉，后续事件=白噪音App打开"
s00464,user_17,23,男性,养宠物,陪伴和放松,2026-05-14,07:59,7,周四,工作日,早晨,公园,慢速,稍高,80,上升,469,好,10,17,329,大雪,110,室内柔光,31,安静,耳机,蜂窝数据,,,,,音乐App主动播放,2208,继续播放,,,0.496,False,,人群专属,宠物陪伴,11,0.92,"周四 早晨 07:59，地点类型=公园，运动状态=慢速，心率=稍高(80bpm,上升)，天气=大雪，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，后续事件=音乐App主动播放"
s00346,user_07,38,女性,养宠物,陪伴和放松,2026-05-13,13:42,13,周三,工作日,中午,写字楼,慢速,稍高,82,稳定,436,一般,11,19,590,多云,35,暗光,31,安静,耳机,wifi,会议,2026-05-13 13:42,写字楼,会议,音乐App主动播放,2871,发起导航,,,0.458,False,,放松/减压/深夜EMO,减压,8,0.92,"周三 中午 13:42，地点类型=写字楼，运动状态=慢速，心率=稍高(82bpm,稳定)，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，日历=会议，后续事件=音乐App主动播放"
s00059,user_18,21,男性,学生,学习专注,2026-05-11,19:11,19,周一,工作日,晚上,图书馆,静止,静息,64,波动,517,差,15,15,80,小雨,332,室内柔光,36,安静,耳机,wifi,自习,2026-05-11 19:11,图书馆,自习,学习App打开,6843,收藏,,,0.931,False,,图书馆/专注/阅读,图书馆,1,0.87,"周一 晚上 19:11，地点类型=图书馆，运动状态=静止，心率=静息(64bpm,波动)，天气=小雨，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，日历=自习，后续事件=学习App打开"
s00214,user_04,22,男性,学生,学习专注,2026-05-09,10:59,10,周六,周末,上午,酒店,静止,稍高,92,下降,319,好,14,20,57,晴,68,室内柔光,45,安静,耳机,wifi,项目截止,2026-05-09 10:59,酒店,项目截止,办公App前台,2778,继续播放,,,0.313,False,,图书馆/专注/阅读,专注,5,0.92,"周六 上午 10:59，地点类型=酒店，运动状态=静止，心率=稍高(92bpm,下降)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，日历=项目截止，后续事件=办公App前台"
s00468,user_23,23,女性,养宠物,陪伴和放松,2026-04-30,18:21,18,周四,工作日,晚上,户外,慢速,稍高,109,上升,225,好,1,15,213,晴,198,室内柔光,34,安静,家用音响,wifi,遛宠,2026-04-30 18:21,户外,遛宠,宠物App打开,1868,无,,,0.681,False,,人群专属,宠物陪伴,11,0.92,"周四 晚上 18:21，地点类型=户外，运动状态=慢速，心率=稍高(109bpm,上升)，天气=晴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=遛宠，后续事件=宠物App打开"
s00190,user_04,24,男性,学生,学习专注,2026-05-08,20:05,20,周五,工作日,晚上,住宅区,静止,波动,106,稳定,481,一般,2,18,77,晴,46,暗光,53,普通,耳机,wifi,休息,2026-05-08 20:05,住宅区,休息,游戏App前台,2040,继续播放,,,0.414,False,,游戏,游戏,4,0.92,"周五 晚上 20:05，地点类型=住宅区，运动状态=静止，心率=波动(106bpm,稳定)，天气=晴，光线=暗光，噪音=普通，蓝牙=耳机，网络=wifi，日历=休息，后续事件=游戏App前台"
s00162,user_21,18,女性,学生,学习专注,2026-05-24,22:07,22,周日,周末,深夜,酒店,静止,波动,70,下降,310,差,4,14,65,小雨,28,暗光,65,普通,耳机,wifi,,,,,游戏App前台,6260,收藏,,,0.362,False,,游戏,游戏,4,0.92,"周日 深夜 22:07，地点类型=酒店，运动状态=静止，心率=波动(70bpm,下降)，天气=小雨，光线=暗光，噪音=普通，蓝牙=耳机，网络=wifi，后续事件=游戏App前台"
s00425,user_24,33,女性,女性,情绪和身体舒缓,2026-04-27,21:13,21,周一,工作日,晚上,酒店,慢速,稍高,108,下降,513,一般,24,15,608,阴,679,明亮,61,普通,耳机,wifi,胎教,2026-04-27 21:13,酒店,胎教,孕期App打开,928,调低音量,,,0.709,False,,人群专属,胎教,10,0.92,"周一 晚上 21:13，地点类型=酒店，运动状态=慢速，心率=稍高(108bpm,下降)，天气=阴，光线=明亮，噪音=普通，蓝牙=耳机，网络=wifi，日历=胎教，后续事件=孕期App打开"
s00142,user_24,35,女性,母婴用户,家庭睡眠照护,2026-05-03,17:01,17,周日,周末,下午,高铁站,中速,稍高,85,波动,437,好,12,11,1285,阴,330,室内柔光,87,嘈杂,车载蓝牙,蜂窝数据,出差,2026-05-03 17:01,高铁站,出差,地图导航开始,2986,切歌,,,0.722,False,,通勤,通勤,3,0.92,"周日 下午 17:01，地点类型=高铁站，运动状态=中速，心率=稍高(85bpm,波动)，天气=阴，光线=室内柔光，噪音=嘈杂，蓝牙=车载蓝牙，网络=蜂窝数据，日历=出差，后续事件=地图导航开始"
s00135,user_17,32,男性,养宠物,陪伴和放松,2026-04-30,19:48,19,周四,工作日,晚上,高铁站,静止,静息,68,波动,279,差,9,19,69,晴,236,室内柔光,49,普通,车载蓝牙,蜂窝数据,上班,2026-04-30 19:48,高铁站,上班,打车App打开,103,继续播放,胎教,通勤,0.767,False,,通勤,通勤,3,0.82,"周四 晚上 19:48，地点类型=高铁站，运动状态=静止，心率=静息(68bpm,波动)，天气=晴，光线=室内柔光，噪音=普通，蓝牙=车载蓝牙，网络=蜂窝数据，日历=上班，后续事件=打车App打开"
s00381,user_22,26,男性,母婴用户,家庭睡眠照护,2026-05-11,22:46,22,周一,工作日,深夜,住宅区,静止,静息,61,波动,281,差,1,11,26,小雨,280,室内柔光,36,安静,家用音响,wifi,宝宝睡觉,2026-05-11 22:46,住宅区,宝宝睡觉,白噪音App打开,39,继续播放,图书馆,婴儿安睡,0.329,False,,深睡眠/睡午觉/婴儿安睡,婴儿安睡,9,0.82,"周一 深夜 22:46，地点类型=住宅区，运动状态=静止，心率=静息(61bpm,波动)，天气=小雨，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=宝宝睡觉，后续事件=白噪音App打开"
