sample_id,user_id,age,gender,user_tag,initial_need,date,time,hour,weekday,date_type,time_slot,place_type,activity_state,heart_rate_zone,heart_rate_bpm,heart_rate_trend,sleep_minutes_last_night,sleep_quality,recent_workout_minutes_24h,breathing_rate,steps_last_10min,weather,light_lux,light_class,noise_db,noise_class,bluetooth,network,calendar_title,calendar_start_time,calendar_location,calendar_note,app_event,dwell_time_sec,next_action,user_correction_from,user_correction_to,multiday_consistency,conflict_flag,conflict_reason,confusable_group,ground_truth,ground_truth_id,gt_confidence,context_text,app_event_available,calendar_available,original_place_type,place_type_available,place_type_quality,place_type_confidence,activity_state_available,heart_rate_available,heart_rate_quality,sleep_available,signal_availability_profile
s00037,user_10,36,男性,养宠物,陪伴和放松,2026-04-20,19:59,19,周一,工作日,晚上,住宅区,静止,稍高,88,下降,340,好,5,16,72,晴,229,室内柔光,30,安静,耳机,wifi,,,,,,660,无,,,0.359,False,,放松/减压/深夜EMO,放松,0,0.92,周一 晚上 19:59，地点类型=住宅区，运动状态=静止，心率=稍高，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,住宅区,1,exact_or_good_mapping,0.85,1,1,available,1,rich
s00714,user_10,27,男性,任意,日常音乐推荐,2026-04-28,02:59,2,周二,工作日,凌晨,酒店,任意,任意,,,353,一般,,17,,阴,36,暗光,32,安静,耳机,wifi,,,,,,4667,切歌,,,0.545,True,弱冲突样本，用于鲁棒性评测,放松/减压/深夜EMO,深夜EMO,17,0.74,周二 凌晨 02:59，地点类型=酒店，运动状态=任意，心率=任意，天气=阴，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,酒店,1,exact_or_good_mapping,0.85,0,0,missing,1,medium
s00376,user_23,32,男性,母婴用户,家庭睡眠照护,2026-05-08,20:19,20,周五,工作日,晚上,住宅区,任意,静息,59,上升,,,,,,小雨,22,暗光,29,安静,家用音响,wifi,,,,,,9628,收藏,,,0.867,False,,深睡眠/睡午觉/婴儿安睡,婴儿安睡,9,0.92,周五 晚上 20:19，地点类型=住宅区，运动状态=任意，心率=静息，天气=小雨，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=medium,0,0,住宅区,1,exact_or_good_mapping,0.85,0,1,available,0,medium
s00347,user_09,21,男性,学生,学习专注,2026-04-25,13:42,13,周六,周末,中午,写字楼,任意,任意,,,515,一般,,13,,小雨,41,暗光,36,安静,耳机,蜂窝数据,,,,,,2518,调低音量,,,0.775,False,,放松/减压/深夜EMO,减压,8,0.92,周六 中午 13:42，地点类型=写字楼，运动状态=任意，心率=任意，天气=小雨，光线=暗光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，信号完整度=medium,0,0,酒店,1,noisy_mapping,0.35,0,0,missing,1,medium
s00718,user_07,23,女性,女性,情绪和身体舒缓,2026-05-24,02:47,2,周日,周末,凌晨,餐厅,静止,任意,,,,,1,,55,多云,42,暗光,33,安静,耳机,wifi,,,,,,3497,发起导航,,,0.563,False,,放松/减压/深夜EMO,深夜EMO,17,0.92,周日 凌晨 02:47，地点类型=餐厅，运动状态=静止，心率=任意，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,住宅区,1,noisy_mapping,0.35,1,0,missing,0,medium
s00208,user_10,38,女性,女性,情绪和身体舒缓,2026-04-26,14:44,14,周日,周末,下午,写字楼,静止,稍高,93,下降,,,29,,9,晴,485,明亮,58,普通,耳机,wifi,提交报告,2026-04-26 14:44,写字楼,提交报告,办公App前台,2541,调低音量,,,0.577,False,,图书馆/专注/阅读,专注,5,0.92,周日 下午 14:44，地点类型=写字楼，运动状态=静止，心率=稍高，天气=晴，光线=明亮，噪音=普通，蓝牙=耳机，网络=wifi，日历=提交报告，后续事件=办公App前台，信号完整度=rich,1,1,写字楼,1,exact_or_good_mapping,0.85,1,1,available,0,rich
s00406,user_08,25,女性,女性,情绪和身体舒缓,2026-04-20,10:31,10,周一,工作日,上午,写字楼,任意,任意,,,414,一般,,13,,多云,922,明亮,44,安静,家用音响,wifi,,,,,,3052,继续播放,,,0.34,False,,人群专属,胎教,10,0.92,周一 上午 10:31，地点类型=写字楼，运动状态=任意，心率=任意，天气=多云，光线=明亮，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=medium,0,0,酒店,1,noisy_mapping,0.35,0,0,missing,1,medium
s00525,user_24,32,男性,养宠物,陪伴和放松,2026-04-24,13:29,13,周五,工作日,中午,任意,静止,静息,64,下降,,,1,,58,晴,96,室内柔光,29,安静,家用音响,wifi,,,,,,5180,收藏,,,0.618,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,周五 中午 13:29，地点类型=任意，运动状态=静止，心率=静息，天气=晴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=medium,0,0,写字楼,0,noisy_mapping,0.10,1,1,available,0,medium
s00361,user_07,27,男性,母婴用户,家庭睡眠照护,2026-05-16,01:47,1,周六,周末,凌晨,住宅区,任意,静息,70,上升,,,,,,晴,166,室内柔光,41,安静,家用音响,wifi,宝宝睡觉,2026-05-16 01:47,住宅区,宝宝睡觉,,3832,继续播放,,,0.623,False,,深睡眠/睡午觉/婴儿安睡,婴儿安睡,9,0.92,周六 凌晨 01:47，地点类型=住宅区，运动状态=任意，心率=静息，天气=晴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，日历=宝宝睡觉，信号完整度=rich,0,1,住宅区,1,exact_or_good_mapping,0.85,0,1,available,0,rich
s00322,user_10,18,女性,学生,学习专注,2026-05-21,18:01,18,周四,工作日,晚上,住宅区,静止,波动,137,稳定,303,一般,21,16,28,晴,341,室内柔光,68,普通,耳机,wifi,,,,,音乐App主动播放,1595,收藏,,,0.844,False,,放松/减压/深夜EMO,减压,8,0.92,周四 晚上 18:01，地点类型=住宅区，运动状态=静止，心率=波动，天气=晴，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，后续事件=音乐App主动播放，信号完整度=rich,1,0,住宅区,1,exact_or_good_mapping,0.85,1,1,available,1,rich
s00309,user_15,34,女性,母婴用户,家庭睡眠照护,2026-05-11,01:15,1,周一,工作日,凌晨,酒店,静止,任意,,,,,25,,28,多云,12,暗光,32,安静,耳机,飞行模式,,,,,,7507,收藏,,,0.655,False,,深睡眠/睡午觉/婴儿安睡,深睡眠,7,0.92,周一 凌晨 01:15，地点类型=酒店，运动状态=静止，心率=任意，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=飞行模式，信号完整度=medium,0,0,酒店,1,exact_or_good_mapping,0.85,1,0,missing,0,medium
s00351,user_07,33,女性,母婴用户,家庭睡眠照护,2026-05-05,12:28,12,周二,工作日,中午,写字楼,任意,任意,,,441,一般,,22,,晴,151,室内柔光,34,安静,耳机,wifi,,,,,,1826,调低音量,,,0.355,False,,放松/减压/深夜EMO,减压,8,0.92,周二 中午 12:28，地点类型=写字楼，运动状态=任意，心率=任意，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,写字楼,1,exact_or_good_mapping,0.85,0,0,missing,1,medium
s00570,user_11,22,女性,学生,学习专注,2026-05-17,07:02,7,周日,周末,早晨,户外,高速,任意,,,359,好,60,12,1212,小雨,676,明亮,59,普通,耳机,wifi,,,,,,3405,继续播放,,,0.556,False,,健身/跑步,跑步,14,0.92,周日 早晨 07:02，地点类型=户外，运动状态=高速，心率=任意，天气=小雨，光线=明亮，噪音=普通，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,户外,1,exact_or_good_mapping,0.85,1,0,missing,1,rich
s00235,user_11,24,女性,女性,情绪和身体舒缓,2026-05-21,09:12,9,周四,工作日,上午,写字楼,静止,静息,62,稳定,,,11,,74,晴,298,室内柔光,59,普通,耳机,蜂窝数据,,,,,番茄钟开始,4373,继续播放,,,0.745,False,,图书馆/专注/阅读,专注,5,0.92,周四 上午 09:12，地点类型=写字楼，运动状态=静止，心率=静息，天气=晴，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=蜂窝数据，后续事件=番茄钟开始，信号完整度=rich,1,0,写字楼,1,exact_or_good_mapping,0.85,1,1,available,0,rich
s00594,user_23,36,男性,母婴用户,家庭睡眠照护,2026-04-28,19:48,19,周二,工作日,晚上,任意,高速,波动,89,稳定,,,35,,1590,晴,876,明亮,87,嘈杂,耳机,蜂窝数据,,,,,,2120,调低音量,,,0.268,False,,健身/跑步,跑步,14,0.92,周二 晚上 19:48，地点类型=任意，运动状态=高速，心率=波动，天气=晴，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=蜂窝数据，信号完整度=medium,0,0,海边,0,noisy_mapping,0.10,1,1,available,0,medium
s00413,user_06,29,女性,女性,情绪和身体舒缓,2026-05-01,21:07,21,周五,工作日,晚上,写字楼,任意,稍高,103,稳定,280,一般,,22,,多云,777,明亮,42,安静,耳机,蜂窝数据,,,,,孕期App打开,1750,切歌,,,0.8,False,,人群专属,胎教,10,0.92,周五 晚上 21:07，地点类型=写字楼，运动状态=任意，心率=稍高，天气=多云，光线=明亮，噪音=安静，蓝牙=耳机，网络=蜂窝数据，后续事件=孕期App打开，信号完整度=rich,1,0,酒店,1,noisy_mapping,0.35,0,1,available,1,rich
s00254,user_23,22,女性,女性,情绪和身体舒缓,2026-04-29,10:47,10,周三,工作日,上午,图书馆,静止,静息,71,波动,,,1,,79,多云,521,明亮,44,安静,耳机,蜂窝数据,,,,,,3538,切歌,,,0.489,False,,图书馆/专注/阅读,阅读,6,0.87,周三 上午 10:47，地点类型=图书馆，运动状态=静止，心率=静息，天气=多云，光线=明亮，噪音=安静，蓝牙=耳机，网络=蜂窝数据，信号完整度=rich,0,0,图书馆,1,exact_or_good_mapping,0.85,1,1,available,0,rich
s00097,user_19,31,女性,养宠物,陪伴和放松,2026-05-19,19:27,19,周二,工作日,晚上,任意,任意,波动,131,上升,535,一般,,14,,多云,485,明亮,71,嘈杂,耳机,wifi,,,,,,2175,调低音量,,,0.516,False,,健身/跑步,健身,2,0.92,周二 晚上 19:27，地点类型=任意，运动状态=任意，心率=波动，天气=多云，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,写字楼,0,noisy_mapping,0.10,0,1,available,1,medium
s00238,user_12,33,男性,母婴用户,家庭睡眠照护,2026-04-27,16:44,16,周一,工作日,下午,住宅区,静止,静息,64,波动,296,一般,16,13,48,晴,75,室内柔光,48,普通,耳机,wifi,,,,,,6937,切歌,,,0.814,False,,图书馆/专注/阅读,专注,5,0.92,周一 下午 16:44，地点类型=住宅区，运动状态=静止，心率=静息，天气=晴，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,住宅区,1,exact_or_good_mapping,0.85,1,1,available,1,rich
s00192,user_09,19,女性,学生,学习专注,2026-05-23,15:02,15,周六,周末,下午,酒店,静止,任意,,,549,差,30,18,13,阴,230,室内柔光,66,普通,耳机,wifi,,,,,,5026,调低音量,,,0.787,True,弱冲突样本，用于鲁棒性评测,游戏,游戏,4,0.74,周六 下午 15:02，地点类型=酒店，运动状态=静止，心率=任意，天气=阴，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,酒店,1,exact_or_good_mapping,0.85,1,0,missing,1,rich
s00057,user_03,43,男性,任意,日常音乐推荐,2026-04-20,14:07,14,周一,工作日,下午,图书馆,静止,任意,,,547,好,29,10,56,晴,90,室内柔光,38,安静,耳机,蜂窝数据,,,,,,6272,继续播放,,,0.761,False,,图书馆/专注/阅读,图书馆,1,0.87,周一 下午 14:07，地点类型=图书馆，运动状态=静止，心率=任意，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，信号完整度=rich,0,0,图书馆,1,exact_or_good_mapping,0.85,1,0,missing,1,rich
s00127,user_05,38,女性,任意,日常音乐推荐,2026-04-27,07:41,7,周一,工作日,早晨,高铁站,任意,任意,,,,,,,,多云,301,室内柔光,46,普通,车载蓝牙,wifi,,,,,,1955,切歌,,,0.64,False,,通勤,通勤,3,0.92,周一 早晨 07:41，地点类型=高铁站，运动状态=任意，心率=任意，天气=多云，光线=室内柔光，噪音=普通，蓝牙=车载蓝牙，网络=wifi，信号完整度=medium,0,0,在途,1,noisy_mapping,0.35,0,0,missing,0,medium
s00522,user_10,24,男性,学生,学习专注,2026-05-05,13:14,13,周二,工作日,中午,任意,静止,静息,61,下降,,,15,,75,小雨,178,室内柔光,62,普通,耳机,wifi,,,,,,2148,继续播放,,,0.291,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,周二 中午 13:14，地点类型=任意，运动状态=静止，心率=静息，天气=小雨，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,酒店,0,noisy_mapping,0.10,1,1,available,0,medium
s00226,user_15,28,男性,养宠物,陪伴和放松,2026-05-17,17:07,17,周日,周末,下午,写字楼,静止,任意,,,,,31,,74,多云,56,室内柔光,55,普通,耳机,wifi,,,,,,2936,发起导航,,,0.856,False,,图书馆/专注/阅读,专注,5,0.92,周日 下午 17:07，地点类型=写字楼，运动状态=静止，心率=任意，天气=多云，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,写字楼,1,exact_or_good_mapping,0.85,1,0,missing,0,medium
s00150,user_21,23,女性,学生,学习专注,2026-05-21,19:01,19,周四,工作日,晚上,高铁站,慢速,静息,69,上升,490,好,32,20,364,晴,351,明亮,77,嘈杂,耳机,蜂窝数据（弱）,,,,,,2166,调低音量,,,0.492,False,,通勤,通勤,3,0.92,周四 晚上 19:01，地点类型=高铁站，运动状态=慢速，心率=静息，天气=晴，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=蜂窝数据（弱），信号完整度=rich,0,0,高铁站,1,exact_or_good_mapping,0.85,1,1,available,1,rich
s00517,user_09,26,女性,女性,情绪和身体舒缓,2026-05-13,08:55,8,周三,工作日,早晨,任意,任意,任意,,,,,,,,多云,47,暗光,32,安静,耳机,wifi,,,,,,3797,发起导航,,,0.403,True,弱冲突样本，用于鲁棒性评测,人群专属,经期舒缓,12,0.74,周三 早晨 08:55，地点类型=任意，运动状态=任意，心率=任意，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,酒店,0,noisy_mapping,0.10,0,0,missing,0,medium
s00251,user_19,24,男性,学生,学习专注,2026-04-27,11:17,11,周一,工作日,上午,任意,任意,静息,72,上升,454,好,,19,,多云,123,室内柔光,45,安静,耳机,wifi,,,,,,1383,收藏,,,0.836,False,,图书馆/专注/阅读,阅读,6,0.87,周一 上午 11:17，地点类型=任意，运动状态=任意，心率=静息，天气=多云，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,图书馆,0,noisy_mapping,0.10,0,1,available,1,medium
s00500,user_23,30,女性,女性,情绪和身体舒缓,2026-05-06,08:45,8,周三,工作日,早晨,酒店,任意,波动,70,波动,275,差,,10,,大雪,338,室内柔光,35,安静,耳机,wifi,,,,,,1014,无,,,0.631,False,,人群专属,经期舒缓,12,0.92,周三 早晨 08:45，地点类型=酒店，运动状态=任意，心率=波动，天气=大雪，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,酒店,1,exact_or_good_mapping,0.85,0,1,available,1,rich
s00658,user_11,29,男性,母婴用户,家庭睡眠照护,2026-05-03,07:33,7,周日,周末,早晨,餐厅,任意,任意,,,,,,,,阴,3,暗光,32,安静,耳机,wifi,冥想,2026-05-03 07:33,住宅区,冥想,,1165,继续播放,,,0.64,False,,瑜伽/冥想,冥想,16,0.92,周日 早晨 07:33，地点类型=餐厅，运动状态=任意，心率=任意，天气=阴，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，日历=冥想，信号完整度=medium,0,1,住宅区,1,noisy_mapping,0.35,0,0,missing,0,medium
s00447,user_07,41,男性,养宠物,陪伴和放松,2026-05-14,20:36,20,周四,工作日,晚上,户外,任意,任意,,,,,,,,晴,69,室内柔光,58,普通,耳机,wifi,,,,,音乐App主动播放,2738,继续播放,,,0.867,False,,人群专属,宠物陪伴,11,0.92,周四 晚上 20:36，地点类型=户外，运动状态=任意，心率=任意，天气=晴，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=wifi，后续事件=音乐App主动播放，信号完整度=medium,1,0,户外,1,exact_or_good_mapping,0.85,0,0,missing,0,medium
s00023,user_17,43,男性,任意,日常音乐推荐,2026-05-05,19:58,19,周二,工作日,晚上,住宅区,慢速,稍高,97,上升,,,2,,407,多云,350,室内柔光,44,安静,耳机,wifi,,,,,,966,调低音量,,,0.924,False,,放松/减压/深夜EMO,放松,0,0.92,周二 晚上 19:58，地点类型=住宅区，运动状态=慢速，心率=稍高，天气=多云，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,住宅区,1,exact_or_good_mapping,0.85,1,1,available,0,rich
s00113,user_08,28,女性,母婴用户,家庭睡眠照护,2026-05-13,07:26,7,周三,工作日,早晨,酒店,高速,稍高,100,稳定,428,一般,91,11,1880,小雨,611,明亮,72,嘈杂,耳机,wifi,,,,,,61,收藏,减压,健身,0.783,False,,健身/跑步,健身,2,0.82,周三 早晨 07:26，地点类型=酒店，运动状态=高速，心率=稍高，天气=小雨，光线=明亮，噪音=嘈杂，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,酒店,1,exact_or_good_mapping,0.85,1,1,available,1,rich
s00528,user_07,41,男性,养宠物,陪伴和放松,2026-05-24,13:03,13,周日,周末,中午,酒店,静止,静息,60,下降,,,18,,76,晴,22,暗光,32,安静,家用音响,wifi,,,,,,1385,无,,,0.41,False,,深睡眠/睡午觉/婴儿安睡,睡午觉,13,0.92,周日 中午 13:03，地点类型=酒店，运动状态=静止，心率=静息，天气=晴，光线=暗光，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=rich,0,0,酒店,1,exact_or_good_mapping,0.85,1,1,available,0,rich
s00049,user_14,34,女性,女性,情绪和身体舒缓,2026-05-17,11:27,11,周日,周末,上午,写字楼,静止,静息,70,上升,558,好,16,10,71,晴,183,室内柔光,35,安静,耳机,蜂窝数据,,,,,,98,继续播放,阅读,图书馆,0.453,False,,图书馆/专注/阅读,图书馆,1,0.77,周日 上午 11:27，地点类型=写字楼，运动状态=静止，心率=静息，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，信号完整度=rich,0,0,图书馆,1,noisy_mapping,0.35,1,1,available,1,rich
s00342,user_02,19,男性,学生,学习专注,2026-05-15,13:49,13,周五,工作日,中午,酒店,静止,稍高,82,波动,223,好,12,10,32,晴,54,室内柔光,55,普通,耳机,蜂窝数据,会议,2026-05-15 13:49,住宅区,会议,,1487,发起导航,,,0.862,False,,放松/减压/深夜EMO,减压,8,0.92,周五 中午 13:49，地点类型=酒店，运动状态=静止，心率=稍高，天气=晴，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=蜂窝数据，日历=会议，信号完整度=rich,0,1,住宅区,1,noisy_mapping,0.35,1,1,available,1,rich
s00486,user_15,33,女性,女性,情绪和身体舒缓,2026-05-20,20:41,20,周三,工作日,晚上,住宅区,静止,任意,,,,,25,,56,晴,290,室内柔光,37,安静,家用音响,wifi,,,,,,4479,调低音量,,,0.567,False,,人群专属,经期舒缓,12,0.92,周三 晚上 20:41，地点类型=住宅区，运动状态=静止，心率=任意，天气=晴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=medium,0,0,住宅区,1,exact_or_good_mapping,0.85,1,0,missing,0,medium
s00141,user_14,23,男性,学生,学习专注,2026-05-01,19:56,19,周五,工作日,晚上,机场,静止,静息,75,波动,,,26,,23,晴,193,室内柔光,52,普通,车载蓝牙,wifi,,,,,,3860,收藏,,,0.469,False,,通勤,通勤,3,0.92,周五 晚上 19:56，地点类型=机场，运动状态=静止，心率=静息，天气=晴，光线=室内柔光，噪音=普通，蓝牙=车载蓝牙，网络=wifi，信号完整度=rich,0,0,机场,1,exact_or_good_mapping,0.85,1,1,available,0,rich
s00418,user_08,29,女性,女性,情绪和身体舒缓,2026-05-07,09:50,9,周四,工作日,上午,餐厅,慢速,任意,,,,,5,,259,小雨,153,室内柔光,61,普通,耳机,蜂窝数据,,,,,孕期App打开,1415,无,,,0.735,False,,人群专属,胎教,10,0.92,周四 上午 09:50，地点类型=餐厅，运动状态=慢速，心率=任意，天气=小雨，光线=室内柔光，噪音=普通，蓝牙=耳机，网络=蜂窝数据，后续事件=孕期App打开，信号完整度=rich,1,0,住宅区,1,noisy_mapping,0.35,1,0,missing,0,rich
s00586,user_09,37,女性,女性,情绪和身体舒缓,2026-05-03,20:14,20,周日,周末,晚上,公园,高速,静息,84,稳定,,,20,,1683,晴,937,明亮,51,普通,耳机,蜂窝数据,,,,,,4641,发起导航,,,0.913,False,,健身/跑步,跑步,14,0.92,周日 晚上 20:14，地点类型=公园，运动状态=高速，心率=静息，天气=晴，光线=明亮，噪音=普通，蓝牙=耳机，网络=蜂窝数据，信号完整度=rich,0,0,公园,1,exact_or_good_mapping,0.85,1,1,stale_before_activity,0,rich
s00375,user_14,34,男性,母婴用户,家庭睡眠照护,2026-04-27,00:24,0,周一,工作日,凌晨,住宅区,静止,任意,,,253,差,14,10,47,多云,338,室内柔光,62,普通,家用音响,wifi,,,,,,4053,继续播放,,,0.295,True,睡眠类场景但环境噪音偏高,深睡眠/睡午觉/婴儿安睡,婴儿安睡,9,0.74,周一 凌晨 00:24，地点类型=住宅区，运动状态=静止，心率=任意，天气=多云，光线=室内柔光，噪音=普通，蓝牙=家用音响，网络=wifi，信号完整度=rich,0,0,住宅区,1,exact_or_good_mapping,0.85,1,0,missing,1,rich
s00464,user_17,23,男性,养宠物,陪伴和放松,2026-05-14,07:59,7,周四,工作日,早晨,公园,任意,稍高,80,上升,,,,,,大雪,110,室内柔光,31,安静,耳机,蜂窝数据,,,,,,2208,继续播放,,,0.496,False,,人群专属,宠物陪伴,11,0.92,周四 早晨 07:59，地点类型=公园，运动状态=任意，心率=稍高，天气=大雪，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=蜂窝数据，信号完整度=medium,0,0,公园,1,exact_or_good_mapping,0.85,0,1,available,0,medium
s00346,user_07,38,女性,养宠物,陪伴和放松,2026-05-13,13:42,13,周三,工作日,中午,餐厅,慢速,任意,,,436,一般,11,19,590,多云,35,暗光,31,安静,耳机,wifi,,,,,,2871,发起导航,,,0.458,False,,放松/减压/深夜EMO,减压,8,0.92,周三 中午 13:42，地点类型=餐厅，运动状态=慢速，心率=任意，天气=多云，光线=暗光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,写字楼,1,noisy_mapping,0.35,1,0,missing,1,rich
s00059,user_18,21,男性,学生,学习专注,2026-05-11,19:11,19,周一,工作日,晚上,图书馆,静止,任意,,,,,15,,80,小雨,332,室内柔光,36,安静,耳机,wifi,,,,,,6843,收藏,,,0.931,False,,图书馆/专注/阅读,图书馆,1,0.87,周一 晚上 19:11，地点类型=图书馆，运动状态=静止，心率=任意，天气=小雨，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,图书馆,1,exact_or_good_mapping,0.85,1,0,missing,0,medium
s00214,user_04,22,男性,学生,学习专注,2026-05-09,10:59,10,周六,周末,上午,住宅区,静止,稍高,92,下降,,,14,,57,晴,68,室内柔光,45,安静,耳机,wifi,,,,,,2778,继续播放,,,0.313,False,,图书馆/专注/阅读,专注,5,0.92,周六 上午 10:59，地点类型=住宅区，运动状态=静止，心率=稍高，天气=晴，光线=室内柔光，噪音=安静，蓝牙=耳机，网络=wifi，信号完整度=rich,0,0,酒店,1,noisy_mapping,0.35,1,1,available,0,rich
s00468,user_23,23,女性,养宠物,陪伴和放松,2026-04-30,18:21,18,周四,工作日,晚上,任意,慢速,任意,,,,,1,,213,晴,198,室内柔光,34,安静,家用音响,wifi,,,,,,1868,无,,,0.681,False,,人群专属,宠物陪伴,11,0.92,周四 晚上 18:21，地点类型=任意，运动状态=慢速，心率=任意，天气=晴，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=medium,0,0,户外,0,noisy_mapping,0.10,1,0,missing,0,medium
s00190,user_04,24,男性,学生,学习专注,2026-05-08,20:05,20,周五,工作日,晚上,商场,任意,任意,,,,,,,,晴,46,暗光,53,普通,耳机,wifi,,,,,,2040,继续播放,,,0.414,False,,游戏,游戏,4,0.92,周五 晚上 20:05，地点类型=商场，运动状态=任意，心率=任意，天气=晴，光线=暗光，噪音=普通，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,住宅区,1,noisy_mapping,0.35,0,0,missing,0,medium
s00162,user_21,18,女性,学生,学习专注,2026-05-24,22:07,22,周日,周末,深夜,酒店,任意,波动,70,下降,,,,,,小雨,28,暗光,65,普通,耳机,wifi,,,,,游戏App前台,6260,收藏,,,0.362,False,,游戏,游戏,4,0.92,周日 深夜 22:07，地点类型=酒店，运动状态=任意，心率=波动，天气=小雨，光线=暗光，噪音=普通，蓝牙=耳机，网络=wifi，后续事件=游戏App前台，信号完整度=rich,1,0,酒店,1,exact_or_good_mapping,0.85,0,1,available,0,rich
s00425,user_24,33,女性,女性,情绪和身体舒缓,2026-04-27,21:13,21,周一,工作日,晚上,酒店,任意,稍高,108,下降,,,,,,阴,679,明亮,61,普通,耳机,wifi,,,,,,928,调低音量,,,0.709,False,,人群专属,胎教,10,0.92,周一 晚上 21:13，地点类型=酒店，运动状态=任意，心率=稍高，天气=阴，光线=明亮，噪音=普通，蓝牙=耳机，网络=wifi，信号完整度=medium,0,0,酒店,1,exact_or_good_mapping,0.85,0,1,available,0,medium
s00142,user_24,35,女性,母婴用户,家庭睡眠照护,2026-05-03,17:01,17,周日,周末,下午,任意,中速,稍高,85,波动,,,12,,1285,阴,330,室内柔光,87,嘈杂,车载蓝牙,蜂窝数据,,,,,,2986,切歌,,,0.722,False,,通勤,通勤,3,0.92,周日 下午 17:01，地点类型=任意，运动状态=中速，心率=稍高，天气=阴，光线=室内柔光，噪音=嘈杂，蓝牙=车载蓝牙，网络=蜂窝数据，信号完整度=medium,0,0,高铁站,0,noisy_mapping,0.10,1,1,available,0,medium
s00135,user_17,32,男性,养宠物,陪伴和放松,2026-04-30,19:48,19,周四,工作日,晚上,高铁站,任意,任意,,,,,,,,晴,236,室内柔光,49,普通,车载蓝牙,蜂窝数据,上班,2026-04-30 19:48,高铁站,上班,,103,继续播放,胎教,通勤,0.767,False,,通勤,通勤,3,0.82,周四 晚上 19:48，地点类型=高铁站，运动状态=任意，心率=任意，天气=晴，光线=室内柔光，噪音=普通，蓝牙=车载蓝牙，网络=蜂窝数据，日历=上班，信号完整度=medium,0,1,高铁站,1,exact_or_good_mapping,0.85,0,0,missing,0,medium
s00381,user_22,26,男性,母婴用户,家庭睡眠照护,2026-05-11,22:46,22,周一,工作日,深夜,住宅区,静止,任意,,,281,差,1,11,26,小雨,280,室内柔光,36,安静,家用音响,wifi,,,,,,39,继续播放,图书馆,婴儿安睡,0.329,False,,深睡眠/睡午觉/婴儿安睡,婴儿安睡,9,0.82,周一 深夜 22:46，地点类型=住宅区，运动状态=静止，心率=任意，天气=小雨，光线=室内柔光，噪音=安静，蓝牙=家用音响，网络=wifi，信号完整度=rich,0,0,住宅区,1,exact_or_good_mapping,0.85,1,0,missing,1,rich
